,artist,name,tags
469,afdb7919-059d-43c1-b668-ba1d265e7e42,Marvin Gaye,"[u'american', u'death by gun', u'death by murder', u'funk', u'multiple ipi', u'pop', u'pop soul', u'rhythm & blues', u'rnb', u'sexual', u'smooth soul', u'soul', u'soul and reggae', u'the very best of']"
470,d2e123d0-c53e-4444-a52a-efeff44953c7,DJ Cam,[]
471,16aae9fa-d8f7-4e2c-a907-44aee1ad67fc,O.A.R.,"[u'alternative rock', u'indie rock', u'roots rock']"
472,3d05eb8b-1644-4143-9a61-b28e33c4d85f,4hero,"[u'drum and bass', u'liquid funk']"
473,f4d4b515-0b74-423f-a161-db184330c37c,Gym Class Heroes,"[u'dance-pop', u'hip hop', u'pop and chart', u'pop rap']"
474,a3212186-5da5-4e84-a935-6952b3e14921,Os Mutantes,"[u'brazilian', u'psychedelic rock', u'south american', u'tropic\xe1lia']"
475,7adaabfb-acfb-47bc-8c7c-59471c2f0db8,The Human League,"[u'british', u'electronic', u'england', u'english', u'minimal synth', u'new romantic', u'new wave', u'pop', u'rock and indie', u'sheffield', u'synthpop', u'uk']"
476,c73d651d-87c9-4c5e-8abb-4ec9c4077241,Seu Jorge,"[u'brazilian', u'rock and indie', u'south american']"
477,e57f0cac-4f56-473c-8d7e-d93f753fd586,Steve Miller Band,"[u'blues rock', u'country rock', u'pop', u'pop rock', u'pop/rock', u'psychedelic rock', u'rock', u'rock and indie']"
478,a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,Megadeth,"[u'80s', u'american', u'american thrash metal', u'bay area thrash metal', u'classic metal', u'classic thrash metal', u'hard rock', u'heavy metal', u'metal', u'music - rock', u'not as good as metallica', u'rock and indie', u'speed metal', u'stfu totally better than metallica', u'thrash', u'thrash metal']"
479,16a43d5e-c52d-4eaa-9c3b-00b2c1d8e816,Skillet,[u'christian rock']
480,ccda046a-2674-4f7d-97e6-f23d6c156432,Dead Can Dance,"[u'4ad', u'darkwave', u'dream pop', u'ethereal wave', u'goth', u'neoclassical darkwave', u'new age', u'world', u'world music']"
481,a81259a0-a2f5-464b-866e-71220f2739f1,ZZ Top,"[u'american', u'blues rock', u'boogie rock', u'classic pop and rock', u'hard rock', u'rock', u'southern rock', u'stoner rock', u'texas']"
482,c3161cf7-cab1-4409-9b1f-876561dd7716,Michael Nyman,"[u'british', u'british composer', u'classical', u'composer', u'english', u'score', u'soundtrack', u'uk']"
483,b1168a9c-a946-4a5c-a005-62fc632dfa0c,Team Sleep,[]
484,29f6333a-b4c8-4416-8fdf-598bcef1122a,Ulrich Schnauss,"[u'ambient', u'chill out', u'dance and electronica', u'european', u'german']"
485,e13d2935-8c42-4c0a-96d7-654062acf106,Neko Case,"[u'adult alternative rock', u'alternative country', u'alternative country rock', u'american', u'americana', u'folk', u'indie rock', u'rock']"
486,a7a1d1ff-1aa7-4a91-a066-cf48976bf92e,Culcha Candela,"[u'dancehall', u'de', u'german', u'hip hop', u'hiphop', u'reggae', u'salsa']"
487,494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey,"[u'adult contemporary', u'american', u'christmas music', u'contemporary r&b', u'dance-pop', u'girl', u'pop', u'pop and chart', u'pop soul', u'rnb', u'whistle register']"
488,bb1f91d2-1b54-4ee5-b55a-626492a5904f,Freezepop,"[u'electropop', u'synthpop']"
489,7bbfd77c-1102-4831-9ba8-246fb67460b3,Ayreon,"[u'dutch', u'electronic', u'european', u'folk', u'metal', u'progressive metal', u'progressive rock']"
490,a5f92d47-b562-4582-b267-71963a515f4c,Paul Kalkbrenner,"[u'downbeat', u'electronica', u'minimal techno', u'techno']"
491,ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,As I Lay Dying,"[u'american', u'christian', u'metal', u'metalcore', u'stupid lyrics', u'thrash metal']"
492,a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0,Fischerspooner,[]
493,1fc494a1-9109-4081-a455-2d05bea9d2bf,Ingrid Michaelson,[]
494,efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,Colbie Caillat,"[u'classic pop and rock', u'folk pop', u'pop', u'singer/songwriter']"
495,c5f5dc27-3059-49c0-ae45-5009a01bb9ec,Super Furry Animals,"[u'alternative rock', u'britannique', u'british', u'britpop', u'disco', u'experimental rock', u'indie rock', u'neo-psychedelia', u'new wave', u'power pop', u'progressive pop', u'psychedelic rock', u'rock', u'rock and indie', u'surf rock', u'uk', u'wales', u'welsh']"
496,1c3919b2-43ca-4a4a-935d-9d50135ec0ef,AFI,"[u'alternative', u'alternative rock', u'american', u'emo', u'hardcore', u'hardcore punk', u'punk', u'punk rock', u'rock', u'rock and indie', u'usa']"
497,4bdcee62-4902-4773-8cd1-e252e2e31225,Alanis Morissette,"[u'acoustic rock', u'alternative', u'alternative pop/rock', u'alternative rock', u'alternative singer/songwriter', u'alternative/indie rock', u'american', u'canada', u'canadian', u'dance-pop', u'down the alley', u'female vocalists', u'multiple ipi', u'pop', u'pop rock', u'pop-rock', u'post-grunge', u'rock', u'singer', u'singer-songwriter', u'singer/songwriter', u'soft rock']"
498,a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,"[u'alternative rock', u'art pop', u'art rock', u'bootleg', u'britannique', u'british', u'britpop', u'c\u2019\xe9tait mieux avant', u'electronic', u'england', u'english', u'experimental rock', u'grunge', u'melancholic', u'nude', u'oxford', u'parlophone', u'rock', u'rock and indie', u'sacred cows', u'uk']"
499,f5426431-f490-4678-ad44-a75c71097bb4,Stevie Ray Vaughan,"[u'blues rock', u'death by helicopter', u'electric blues', u'electric texas blues', u'jazz and blues', u'stevie ray vaughan']"
500,1c3e52cd-c0c5-4220-85d9-ebdb6a26d056,Moneybrother,[]
501,c79c43d4-cbed-4373-89ce-6560f62eb7d8,Poison,"[u'acoustic rock', u'american', u'classic pop and rock', u'glam metal', u'hard rock', u'metal', u'pop', u'power pop', u'rock']"
502,93560313-3950-43b9-ac4f-7ea3b4e79e60,Amiina,"[u'icelandic', u'rock and indie']"
503,93ccd76c-3790-4435-a8bf-02bc26294b93,Bush,"[u'alternative rock', u'british', u'english', u'grunge', u'post-grunge', u'the sound', u'uk']"
504,a506f761-2c22-4b2f-8a94-bd748c2c8f75,Neutral Milk Hotel,"[u'classic pop and rock', u'folk rock', u'folk-fuzz', u'indie folk', u'indie rock', u'lo-fi', u'lo-fi indie', u'psychedelic folk', u'singer/songwriter']"
505,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,"[u'hip hop', u'hip hop rnb and dance hall', u'latin urban', u'reggaeton']"
506,811900b2-68fc-4d41-8bad-69b7a1f4d628,Nelly,"[u'contemporary r&b', u'hip hop', u'hip hop rnb and dance hall', u'hip-hop', u'pop rap', u'rap', u'rnb', u'southern hip hop']"
507,2de794c8-8826-48d0-90e0-6900183ba9e0,Ska-P,"[u'espagne', u'espagnol', u'ska', u'ska punk', u'spain', u'spanish']"
508,7509421d-1074-442f-be8f-b526167afcb3,The Presidents of the United States of America,"[u'alternative rock', u'pop punk', u'power pop', u'rock and indie']"
509,c30ebe30-514f-4e6d-823a-19adf0225a56,Annihilator,"[u'heavy metal', u'speed metal', u'thrash metal']"
510,1c70a3fc-fa3c-4be1-8b55-c3192db8a884,Röyksopp,"[u'dance and electronica', u'electronic', u'electronica', u'european', u'norwegian']"
511,13501c7d-d181-45ba-af52-5f101d8516a0,CAN,"[u'classic pop and rock', u'european', u'experimental rock', u'german', u'krautrock', u'progressive rock', u'psychedelic rock', u'wir sind helden']"
512,550cb78b-4995-4873-baea-76ef265531f5,GZA/Genius,"[u'east coast hip hop', u'hardcore hip hop', u'hip hop', u'hiphop', u'us', u'wu-tang']"
513,8ebd161e-f45e-41b9-8019-fcbd094c327f,In Extremo,"[u'german', u'medieval metal']"
514,6290b769-173d-49d1-990e-660a4e333877,The Zutons,"[u'alternative rock', u'british', u'indie', u'pop', u'rock', u'rock and indie']"
515,ed114045-8462-4b49-89ae-527fa2544a2b,Grave Digger,"[u'heavy metal', u'power metal', u'speed metal', u'thrash metal']"
516,854b0687-f9fc-4109-b59f-dbe84ebc5de6,Scouting for Girls,[u'pop and chart']
517,f22942a1-6f70-4f48-866e-238cb2308fbd,Aphex Twin,"[u'acid techno', u'ambient', u'ambient techno', u'british', u'drill and bass', u'electronic', u'electronica', u'english', u'experimental', u'glitch', u'idm', u'rock and indie', u'techno', u'uk', u'warp']"
518,a8ebde98-7e91-46c7-992c-90039ba42017,De La Soul,"[u'american', u'hip hop', u'hip hop rnb and dance hall', u'hip-hop']"
519,2a90aa9c-d2ff-49fd-a8e5-2463f657eb45,Rage,"[u'german', u'heavy metal', u'metal', u'power metal', u'progressive metal', u'speed metal']"
520,9047fd95-770f-4a8a-a6e3-3b071a882e4d,Bunbury,"[u'pop', u'rock', u'spanish']"
521,b625448e-bf4a-41c3-a421-72ad46cdb831,John Coltrane,"[u'american', u'am\xe9ricain', u'avant-garde jazz', u'bebop', u'death by liver cancer', u'free jazz', u'hard bop', u'jazz', u'jazz and blues', u'modal jazz', u'my favolite', u'post bop', u'usa']"
522,c1a61bb0-e4fe-4064-bc8d-954a2dafda79,Vanessa Carlton,"[u'american', u'piano pop', u'pop', u'pop rock', u'rock']"
523,0cee95e3-a61d-4cd1-a39c-75464a05b606,Easy Star All-Stars,[u'rock and indie']
524,e21857d5-3256-4547-afb3-4b6ded592596,Gorillaz,"[u'alternative dance', u'alternative hip-hop', u'alternative rock', u'british', u'electronic', u'electronica', u'electropop', u'english', u'fictional', u'gorillaz', u'hip hop', u'hip-hop', u'parlophone', u'producer', u'producteur', u'rock', u'rock and indie', u'trip hop', u'trip rock', u'trip-hop', u'uk']"
525,c5a0a216-c33c-42dc-92b8-4b60236f8dad,Andrea Bocelli,"[u'classical', u'classical crossover', u'european', u'italian', u'tenor']"
526,e132d370-2a59-4437-8610-756df28a5a02,OK Go,[u'united states']
527,980ee2d8-2ee9-407b-b48e-48360fbc7437,Andrew Lloyd Webber,"[u'british', u'classical', u'composer', u'english', u'uk']"
528,cf119120-7df5-47d7-9dec-49f8837a4e40,Suzanne Vega,"[u'art pop', u'classic pop and rock', u'downtempo', u'folk pop', u'pop', u'pop rock', u'singer/songwriter', u'stay awake']"
529,0383dadf-2a4e-4d10-a46a-e9e041da8eb3,Queen,"[u""70's"", u'70s', u""80's"", u'80s', u""90's"", u'90s', u'art rock', u'band', u'britannique', u'british', u'classic pop and rock', u'disco', u'english', u'glam rock', u'hard rock', u'kind of magic', u'langham 1 studio bbc', u'platinum', u'pop rock', u'pop-rock', u'pop/rock', u'progressive rock', u'queen', u'queen family', u'rock', u'uk', u'united kingdom']"
530,ad386705-fb8c-40ec-94d7-e690e079e979,Menomena,"[u'american', u'am\xe9ricain', u'indie rock', u'usa']"
531,2ff63f00-0954-4b14-9007-e19b822fc8b2,Ellen Allien,[u'european']
532,c2c70ed6-5f10-445c-969f-2c16bc9a4c2e,Sixpence None the Richer,"[u'american', u'christian rock', u'christmas music', u'classic pop and rock', u'contemporary christian', u'indie pop', u'jangle pop', u'pop', u'pop rock', u'rock']"
533,c0252a1b-0133-46bb-8c4f-cade46349ec3,Alestorm,"[u'folk metal', u'pirate metal', u'power metal']"
534,04cd0cfd-bfd1-4c36-bc38-95c35e2c045f,Cream,"[u'acid rock', u'blues rock', u'classic pop and rock', u'english', u'hard rock', u'jam band', u'psychedelic', u'psychedelic pop', u'psychedelic rock', u'rock', u'uk']"
535,2c1828a2-e46b-4ade-a6e9-065ca265d679,Chris Brown,[]
536,1dce970e-34bc-48b2-ab51-48d87544a4c2,David Gilmour,"[u'blues rock', u'british', u'classic pop and rock', u'english', u'hard rock', u'progressive rock', u'psychedelic rock', u'rock', u'soft rock', u'uk']"
537,fa7ed4fb-fa39-4820-8ae1-5fe98bc2ef8d,Matt Costa,[u'folk']
538,aab5c954-cabe-432e-899e-1c4f99757327,Toto,"[u'american', u'am\xe9ricain', u'aor', u'classic pop and rock', u'hard rock', u'jazz', u'jazz fusion', u'neo-progressive rock', u'pop rock', u'rock', u'soft rock', u'usa', u'west coast rock']"
539,d6ed7887-a401-47a8-893c-34b967444d26,Ramones,"[u'alternative rock', u'american', u'classic pop and rock', u'pop punk', u'power pop', u'punk', u'punk rock', u'rock', u'rock & roll', u'usa']"
540,1b3e92d4-1c68-412d-a92d-1172f24f7de3,Aqualung,"[u'british', u'english', u'rock and indie', u'uk']"
541,cc0b7089-c08d-4c10-b6b0-873582c17fd6,System of a Down,"[u'alternative metal', u'alternative rock', u'american', u'avant-garde metal', u'crossover', u'experimental rock', u'metal', u'new metal', u'nu metal', u'political', u'rock', u'rock and indie']"
542,89e39f67-65cc-4f90-b145-b1b56c209f8a,Craig David,"[u'british', u'contemporary r&b', u'dance-pop', u'english', u'pop', u'pop and chart', u'pop soul', u'r&b', u'uk']"
543,a043cfa6-6e87-4975-ac27-5005bdfa7afb,Tiger Army,[u'psychobilly']
544,be50643c-0377-4968-b48c-47e06b2e2a3b,Claude Debussy,"[u'classical', u'composer', u'european', u'french', u'french composer', u'impressionist', u'opera', u'production music', u'tilson']"
545,6caf09f5-2f01-4f76-bcc7-6207930c56c6,Arab Strap,"[u'british', u'classic pop and rock', u'sadcore', u'scottish', u'uk']"
546,bd1180c4-4252-461f-94dc-543906c02522,Mr. Big,"[u'acoustic rock', u'classic pop and rock', u'glam metal', u'hard rock', u'mr. big', u'pop rock', u'rock']"
547,c6b0db5a-d750-4ed8-9caa-ddcfb75dcb0a,Therion,"[u'death metal', u'goth metal', u'metal', u'symphonic metal']"
548,28503ab7-8bf2-4666-a7bd-2644bfc7cb1d,Dream Theater,"[u'american', u'metal', u'prog metal', u'progressive metal']"
549,906bddec-bc73-49f8-ac1e-eaee691c6cf9,Hank Williams,"[u'american', u'blues', u'country', u'death by heart failure', u'folk', u'honky tonk']"
550,171cbc8f-8ab3-4aec-9916-f0bdbe26bb79,W.A.S.P.,"[u'american', u'am\xe9ricain', u'heavy metal', u'metal', u'usa']"
551,b09b5127-c62e-4bb2-b790-1e4aa18749ed,Armand van Helden,"[u'dance and electronica', u'electronic', u'house']"
552,95f5b748-d370-47fe-85bd-0af2dc450bc0,Sublime,"[u'alternative rock', u'american', u'dub', u'punk', u'punk rock', u'rapcore', u'reggae', u'rock', u'ska', u'ska punk', u'usa']"
553,0cc9e56e-a623-47ea-b5f2-1a1757cc2426,Sugarcult,[u'usa']
554,0189c612-39a5-485d-8fc2-eca025b73861,Cartel,[u'pop punk']
555,05010b18-ba21-46dc-be6d-615d90170b8e,Rocky Votolato,[]
556,82b1f5fd-cd31-41a9-b5d4-7e33f0eb9751,Otis Redding,"[u'american', u'blues', u'death by airplane', u'death by drowning', u'deep soul', u'dock of the bay', u'psychedelic rock', u'rhythm & blues', u'rock', u'soul', u'soul and reggae', u'southern soul']"
557,516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,"[u'acoustic rock', u'alternative rock', u'emo-pop', u'hardcore punk', u'pop and chart', u'pop punk', u'pop rock', u'post-emo', u'rock']"
558,5de80871-f721-4c7c-b0c5-4ad0d350c232,Deichkind,"[u'electro', u'electroclash', u'electropop', u'german', u'hip hop']"
559,319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,"[u'finnish', u'power metal']"
560,f1df0431-9250-4ec8-95d8-f19ce7cf7fb6,Stereolab,"[u'art pop', u'british', u'english', u'experimental rock', u'indie pop', u'indie rock', u'noise pop', u'post-rock', u'rock', u'rock and indie', u'uk', u'warp']"
561,977b779f-72fa-4117-995b-97af75d9c73f,Sophie Zelmani,[]
562,8f7bf43e-2a13-431a-a274-19e28965fe07,Craig Armstrong,"[u'british', u'classical', u'composer', u'downtempo', u'easy listening soundtracks and musicals', u'electronic', u'film score', u'film soundtrack', u'modern classical', u'scottish', u'soundtrack', u'soundtracks', u'uk']"
563,c3aeb863-7b26-4388-94e8-5a240f2be21b,Tom Waits,"[u'american', u'americana', u'blues', u'blues rock', u'classic pop and rock', u'experimental', u'experimental rock', u'folk', u'jazz', u'rock', u'singer/songwriter']"
564,979d01bc-a4da-4c80-8cc1-be40bd35cd5e,Gustavo Cerati,"[u'rock', u'supremo']"
565,5700dcd4-c139-4f31-aa3e-6382b9af9032,Kraftwerk,"[u'classic pop and rock', u'electro', u'electronic', u'european', u'german', u'industrial', u'krautrock', u'progressive electronic', u'rock', u'synth pop', u'synthpop', u'techno']"
566,5f6ab597-f57a-40da-be9e-adad48708203,Dr. Dre,"[u'classic pop and rock', u'g-funk', u'gangsta rap', u'hardcore hip hop', u'hip hop', u'instrumental hip hop', u'pop rap', u'producer', u'rapper', u'west coast hip hop']"
567,24e1b53c-3085-4581-8472-0b0088d2508c,Avenged Sevenfold,"[u'american', u'hard rock', u'metal']"
568,e204ed91-3684-4561-b29b-d0b53f8459a7,Sick of It All,"[u'hardcore', u'hardcore punk', u'new york', u'punk', u'usa']"
569,07e748f1-075e-428d-85dc-ce3be434e906,Dave Matthews Band,"[u'acoustic rock', u'alternative rock', u'american', u'jam band', u'pop rock', u'rock']"
570,183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé,"[u'alternative r&b', u'art pop', u'contemporary pop', u'contemporary r&b', u'country', u'dance-pop', u'electropop', u'funk', u'hard rock', u'hip hop rnb and dance hall', u'mbs-333', u'moombahton', u'pop', u'pop rap', u'r&b', u'rnb', u'soul']"
571,f1d1df24-91af-4d27-83a4-9b4ad29b37eb,Enigma,"[u'ambient', u'ambient pop', u'classic pop and rock', u'downtempo', u'electronic', u'european', u'german', u'house', u'instrumental', u'new age', u'trance']"
572,31810c40-932a-4f2d-8cfd-17849844e2a6,Squirrel Nut Zippers,"[u'american', u'jazz', u'swing']"
573,a1c29c2f-778f-4b02-9ac7-80f0c37cdea9,Sondre Lerche,"[u'indie rock', u'pop']"
574,31aa8446-3dbf-4d22-9504-0f1bd58bf785,Vashti Bunyan,"[u'british', u'english', u'english folk', u'folk', u'uk']"
575,7e26cbe1-b8f5-4215-af82-e43d5f8ff308,Cradle of Filth,"[u'black metal', u'british', u'extreme gothic metal', u'extreme symphonic metal', u'metal', u'symphonic black metal']"
576,bf48d271-9595-4043-9064-52f43707d4ab,The Herbaliser,"[u'british', u'english', u'hip hop rnb and dance hall', u'ninja tune', u'uk']"
577,20953548-6d06-4428-99a9-c284bfaa5514,Arcturus,"[u'avant-garde metal', u'norwegian']"
578,7944ed53-2a58-4035-9b93-140a71e41c34,Sting,"[u'*england\u2192north east\u2192wallsend', u'adult contemporary', u'british', u'classical', u'duo', u'english', u'jazz pop', u'pop', u'pop rock', u'singer/songwriter', u'sophisti-pop', u'uk']"
579,ba561cc7-2050-47d3-8bc2-c645a1393d90,Boysetsfire,[u'post-hardcore']
580,1f43d76f-8edf-44f6-aaf1-b65f05ad9402,The Flaming Lips,"[u'alternative rock', u'experimental rock', u'indie rock', u'neo-psychedelia', u'noise pop', u'noise rock', u'pop', u'psychedelic pop', u'psychedelic rock', u'rock', u'rock and indie', u'space rock']"
581,07cc14fb-4784-4a25-804b-2686ed5ef52c,Game,"[u'american', u'hip hop', u'rap', u'soul and reggae']"
582,067102ea-9519-4622-9077-57ca4164cfbb,Morcheeba,"[u'britannique', u'british', u'dance and electronica', u'down-tempo', u'downtempo', u'electonic', u'electronica', u'hip hop', u'pop', u'pop rock', u'pop soul', u'trip hop', u'uk']"
583,d8df7087-06d5-4545-9024-831bb8558ad1,Jonathan Coulton,[u'creative commons']
584,074e3847-f67f-49f9-81f1-8c8cea147e8e,Bring Me the Horizon,"[u'alternative rock', u'deathcore', u'electronic', u'melodic metalcore', u'metalcore', u'post-hardcore']"
585,59d34d63-e209-4f26-8a09-b08d12202082,The Weepies,"[u'folk', u'indie pop']"
586,4de30660-26a8-4390-af6f-8fc0564e7e61,Islands,[]
587,d347406f-839d-4423-9a28-188939282afa,Cult of Luna,"[u'atmospheric sludge metal', u'post metal', u'post-core', u'sludge metal']"
588,9fdd9163-9824-413e-91ad-d01e561b4078,The Rocket Summer,[]
589,75ebdfa0-4a8a-496a-a57f-e4bb93b14d4c,Schiller,"[u'ambient', u'chillout', u'classical', u'electronic', u'german', u'trance']"
590,8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,Thom Yorke,"[u'alternative rock', u'art rock', u'british', u'electronic', u'english', u'rock', u'rock and indie', u'uk']"
591,bf600e2b-dc2d-4839-a1be-6ebef4087cd0,311,"[u'alternative metal', u'alternative rock', u'american', u'funk rock', u'hip hop', u'pop reggae', u'rap rock', u'rapcore', u'reggae', u'reggae rock', u'rock', u'ska']"
592,24786816-025f-49f4-9787-4945a3311f96,The Flashbulb,"[u'drum and bass', u'idm', u'indietronica', u'post-rock']"
593,86b24e8f-a4d9-4c84-83ee-fde0d14ad9fa,Sunny Day Real Estate,[]
594,f6580b26-77f7-4a7b-8513-6db0476e8f21,James Newton Howard,"[u'american', u'classical', u'film composer', u'score', u'soundtrack']"
595,0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,Death Cab for Cutie,"[u'american', u'am\xe9ricain', u'ben gibbard', u'indie', u'indie pop', u'indie rock', u'rock', u'rock and indie', u'usa']"
596,6b22de04-fb48-44aa-bd02-c1427f635477,Emery,"[u'post-hardcore', u'usa']"
597,852fb986-b0d9-4529-adaf-4f38bc1b1040,Anna Nalick,"[u'adult album alternative', u'pop rock']"
598,2d576cfe-7669-4af0-a66a-86c8362f47c5,Rotting Christ,"[u'black metal', u'extreme metal', u'greek', u'melodic black metal', u'metal']"
599,9011971a-df29-4b57-8889-2e5e9a645cbe,Flyleaf,"[u'alternative metal', u'christian metal', u'christian rock', u'female fronted', u'fixme label mess', u'hard rock', u'metal', u'new metal', u'post-grunge']"
600,fa0daf56-e94c-4007-9a00-4d1b05d85f96,I'm From Barcelona,"[u'indie pop', u'scandinave', u'scandinavia', u'scandinavian', u'scandinavie', u'su\xe8de', u'su\xe9dois', u'sweden', u'swedish']"
601,7389b838-9bd1-46d3-b514-95e0df255a52,Antimatter,"[u'dark ambient', u'gothic metal', u'gothic rock', u'trip hop']"
602,48772747-4cda-4ba8-b470-cfd5a32e05f7,Macy Gray,"[u'contemporary r&b', u'neo-soul', u'pop soul', u'r&b', u'reggae', u'soul and reggae']"
603,d59c4cda-11d9-48db-8bfe-b557ee602aed,Billie Holiday,"[u'10 cd', u'1933', u'blues', u'cotm candidate', u'death by cirrhosis', u'jazz', u'rock and indie', u'standards', u'swing', u'traditional pop', u'vocal jazz', u'vocalist']"
604,54d76201-3b30-4722-978f-2abdd62e88dd,Draconian,"[u'doom metal', u'gothic-doom metal']"
605,e919b253-da5b-4aae-a444-6a368376a2d6,Bad Brains,"[u'classic pop and rock', u'hardcore punk', u'punk', u'seen live', u'usa', u'washington dc']"
606,fccef2c8-22a7-419e-bd6b-c40fc8f46068,Myslovitz,[u'polish']
607,14a4bc78-1c2d-4ca7-8d1b-9b58076a2a17,Jeff Beck,"[u'classic pop and rock', u'jeff beck']"
608,b665b768-0d83-4363-950c-31ed39317c15,Van Halen,"[u'aor', u'classic pop and rock', u'glam metal', u'glam rock', u'hard rock', u'jump', u'pop rock', u'pop/rock', u'rock', u'van halen']"
609,73d882c7-1146-4012-a61b-a3b2c11fce2f,Casiotone for the Painfully Alone,[u'dance and electronica']
610,fdf9fd10-8a2a-4cb4-bed0-3c476c976ce0,Rachael Yamagata,[]
611,e4c226f2-ba57-483f-be6b-3391112244b8,Mirah,[]
612,29eb4497-0bd8-4126-abdf-d8007326ee8b,The Calling,"[u'alternative rock', u'pop rock', u'rock and indie']"
613,e3e0abcd-7671-4482-a9d8-462f5acc9be5,Incubus,"[u'acoustic rock', u'alternative metal', u'alternative metal share', u'alternative rock', u'american', u'funk metal', u'funk rock', u'indie rock', u'make yourself', u'metal', u'pop rock', u'rock']"
614,b44eab39-900f-446f-af67-0512a88e54ec,Chambao,[]
615,109958eb-a335-4c5e-907e-597ff4c6af46,Creedence Clearwater Revival,"[u'60s', u'american', u'blues rock', u'classic pop and rock', u'country rock', u'rock', u'rock & roll', u'rock and roll', u'roots rock', u'southern rock', u'swamp rock']"
616,debabff3-2559-46e5-862d-ef2a906d7010,Hall & Oates,"[u'blue-eyed soul', u'dance rock', u'new wave', u'pop', u'pop rock', u'pop soul', u'soft rock']"
617,d08b66b4-8950-439f-bd8e-2dd78dbd7a5f,The Bird and the Bee,[u'rock and indie']
618,4ca783b7-5bf7-4348-b494-46680660050f,Stone Sour,"[u'alternative metal', u'hard rock', u'post-grunge']"
619,a9126556-f555-4920-9617-6e013f8228a7,Mark Lanegan,[u'rock and indie']
620,889b69e3-7b18-4889-b953-9f2931597204,High Contrast,"[u'dance and electronica', u'drum and bass', u'liquid funk', u'united kingdom']"
621,8830afec-83b3-4213-aad0-f6377f1d73ac,British Sea Power,[u'rock and indie']
622,20b9add0-f004-4720-8f46-585525203a8b,Lacrimosa,"[u'darkwave', u'german', u'gothic', u'gothic metal', u'metal', u'swiss', u'symphonic']"
623,9a593aff-62c9-40bd-9631-1697798adb63,Juli,[u'german']
624,d9c90718-d54d-4ccf-a92e-37a5415ce299,The Wallflowers,"[u'american', u'am\xe9ricain', u'rock', u'usa']"
625,3e55d51d-687f-4a9d-af96-2fabccf802e5,The Cardigans,"[u'alternative rock', u'european', u'indie pop', u'indie rock', u'pop', u'pop rock', u'rock', u'rock and indie', u'sunshine pop', u'sweden', u'swedish', u'twee pop']"
626,92a42e82-b36f-4308-82c1-68bad2e03c89,Third Eye Blind,"[u'alternative rock', u'classic pop and rock', u'pop rock', u'power pop']"
627,b004d3c7-5402-4034-be67-13eeccc7b1af,Felix da Housecat,"[u'dance and electronica', u'sillyname', u'sillyname alias']"
628,e54e065f-0ce6-4779-9a9a-afd7b997471f,Less Than Jake,"[u'ska', u'usa']"
629,2449300a-6ca7-45da-8102-22789d256475,Kamelot,"[u'metal', u'power metal', u'progressive metal', u'symphonic metal', u'symphonic power metal']"
630,fad8967c-a327-4af5-a64a-d4de66ece652,Celldweller,"[u'drum and bass', u'experimental', u'industrial']"
631,50549203-9602-451c-b49f-ff031ba8635c,Dashboard Confessional,"[u'emo', u'rock and indie']"
632,0efe858c-89e5-4e47-906a-356fa953fd6e,Editors,"[u'00s', u'alternative rock', u'britannique', u'british', u'designer graphique', u'graphic designer', u'indie rock', u'male vocalists', u'post-punk', u'post-punk revival', u'rock and indie', u'uk']"
633,4dbf5678-7a31-406a-abbe-232f8ac2cd63,Bryan Adams,"[u'acoustic rock', u'adult contemporary', u'album oriented rock', u'aor', u'arena rock', u'british', u'canadian', u'hard rock', u'pop rock', u'rock', u'rock and indie', u'soft rock']"
634,40a5a225-3279-4d48-bca2-6059ed11b4fc,Cute Is What We Aim For,[]
635,7928481f-848e-4551-b658-472c0aaf0c85,Die Fantastischen Vier,"[u'german', u'german-lyrics', u'hip hop', u'pop rap']"
636,92e634a7-6023-4be8-be15-ebba822f5b34,Maxïmo Park,"[u'britannique', u'british', u'english', u'indie rock', u'rock and indie', u'uk', u'warp']"
637,190e78ac-8f44-4bf1-a4ff-95ed9376ad9e,Motion City Soundtrack,"[u'punk', u'rock and indie', u'usa']"
638,bdacc37b-8633-4bf8-9dd5-4662ee651aec,Slayer,"[u'00s', u'10s', u'80s', u'80s thrash metal', u'90s', u'american', u'classic metal', u'classic thrash metal', u'heavy metal', u'metal', u'rock and indie', u'speed metal', u'thrash metal']"
639,985c709c-7771-4de3-9024-7bda29ebe3f9,Norah Jones,"[u'adult contemporary', u'americana', u'country pop', u'folk', u'jazz and blues', u'jazz pop', u'singer/songwriter', u'vocal jazz']"
640,83d8a06a-4145-444a-b4ae-49e1e986206f,The Birthday Massacre,"[u'canadian', u'electronic', u'gothic', u'industrial', u'rock', u'synth rock']"
